,year,month,carrier_name,carrier,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,Unnamed: 21
0,2016,1,Alaska Airlines Inc.,AS,221.953125,25.859375,6.417499999999999,1.0171875000000001,11.39484375,0.11578125,6.914062500000002,2.171875,0.78125,1291.875,363.28125,69.078125,416.640625,4.46875,438.40625,
1,2016,1,American Airlines Inc.,AA,795.578947368421,130.98947368421054,46.29294736842106,3.941052631578946,44.58821052631582,0.3663157894736841,35.801263157894724,28.63157894736842,1.305263157894737,7320.715789473684,3076.3473684210526,381.63157894736844,1551.4421052631578,15.157894736842104,2296.136842105263,
2,2016,1,Delta Air Lines Inc.,DL,471.02027027027026,62.391891891891895,19.727702702702697,3.7124999999999986,21.827364864864876,0.01939189189189189,17.105067567567595,6.581081081081081,0.5945945945945946,3973.060810810811,1544.0135135135135,413.93918918918916,904.9121621621622,1.0202702702702702,1109.1756756756756,
3,2016,1,ExpressJet Airlines Inc.,EV,257.4846625766871,39.11042944785276,12.518834355828222,0.7904907975460126,12.363067484662578,0.0,13.438220858895708,8.754601226993865,0.5828220858895705,2471.269938650307,1024.558282208589,65.38036809815951,521.3312883435583,0.0,860.0,
4,2016,1,Frontier Airlines Inc.,F9,141.98,19.56,5.1748,0.4287999999999999,7.723799999999999,0.0,6.2326000000000015,1.54,0.08,1394.46,362.7,30.46,412.46,0.0,588.84,
5,2016,1,Hawaiian Airlines Inc.,HA,369.3529411764706,30.0,20.297058823529408,1.5717647058823527,0.5711764705882354,0.13058823529411764,7.429411764705883,0.23529411764705882,0.29411764705882354,1091.0588235294117,803.0588235294117,51.23529411764706,15.941176470588236,3.823529411764706,217.0,
6,2016,1,JetBlue Airways,B6,371.258064516129,98.35483870967742,35.566129032258075,1.5843548387096773,25.864032258064512,0.47564516129032264,34.864516129032246,14.46774193548387,0.8387096774193549,5711.758064516129,1956.3870967741937,192.80645161290323,1087.8225806451612,18.306451612903224,2456.435483870968,
7,2016,1,SkyWest Airlines Inc.,OO,260.21311475409834,51.90710382513661,12.642896174863383,1.3785792349726778,17.07961748633878,0.08224043715846995,20.724316939890713,5.377049180327869,1.0601092896174864,3559.8688524590166,1170.1256830601094,149.79781420765028,742.6120218579235,4.065573770491803,1493.2677595628415,
8,2016,1,Southwest Airlines Co.,WN,1211.093023255814,163.98837209302326,52.385232558139535,3.8346511627906974,33.64302325581396,0.4467441860465115,73.67883720930232,30.697674418604652,2.0813953488372094,7626.1511627906975,2514.5581395348836,283.1046511627907,1171.7790697674418,13.488372093023257,3643.220930232558,
9,2016,1,Spirit Air Lines,NK,334.75757575757575,97.27272727272727,26.441515151515148,0.9424242424242425,39.30636363636365,0.5215151515151515,30.06121212121212,9.333333333333334,0.30303030303030304,5595.818181818182,1567.7272727272727,102.45454545454545,1865.2727272727273,17.939393939393938,2042.4242424242425,
10,2016,1,United Air Lines Inc.,UA,462.33720930232556,64.77906976744185,24.009999999999994,3.4260465116279075,19.949651162790705,0.02383720930232558,17.370697674418604,15.534883720930232,0.6511627906976745,3989.767441860465,1437.8953488372092,193.96511627906978,1023.7790697674419,0.5348837209302325,1333.593023255814,
11,2016,1,Virgin America,VX,269.2,60.25,11.890000000000002,3.56,22.5565,0.20549999999999996,22.04,7.95,0.35,3783.2,655.25,114.8,1562.55,4.05,1446.55,
